APN,RegisteredDate,PropertyType,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone
2601062008,01/05/2017,Single Family,"11926 N VARA PL
LOS ANGELES, CA 91344
(34.289768, -118.527371)",LOS ANGELES,CA,91344,12,Nationstar Mortgage,Dawn Campos,888-456-0714,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405 ,877-339-8202
2683027022,01/02/2017,Single Family,"10763 N MCLENNAN AVE
LOS ANGELES, CA 91344
(34.266488, -118.501186)",LOS ANGELES,CA,91344,12,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2711019005,02/14/2017,Single Family,"11255 N WHITE OAK AVE
LOS ANGELES, CA 91344
(34.27554, -118.519649)",LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2638026029,01/04/2017,Single Family,"14309 W ROSCOE BLVD
LOS ANGELES, CA 91402
(34.221606, -118.445195)",LOS ANGELES,CA,91402,6,DITECH FINANCIAL LLC,Property Pres Department,855-577-1602,GALLARDO EXCAVATION/ FIVE BROTHERS,FERNANDO GALLARDO,15465   KENNEDY   FONTANA CA 92336 ,909-822-1706
2701066013,01/09/2017,Single Family,"20856 W VERCELLI WAY
LOS ANGELES, CA 91326
(34.277318, -118.587534)",LOS ANGELES,CA,91326,12,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306
2644021018,03/15/2017,Single Family,"14301 W PIERCE ST
LOS ANGELES, CA 91331
(34.244451, -118.444541)",LOS ANGELES,CA,91331,6,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611
2707026036,01/31/2017,Single Family,"20481 W TULSA ST
LOS ANGELES, CA 91311
(34.26901, -118.579541)",LOS ANGELES,CA,91311,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2727022050,01/02/2017,Single Family,"22515 W SOUTH SUMMIT RIDGE CIR
LOS ANGELES, CA 91311
(34.23959, -118.617376)",LOS ANGELES,CA,91311,12,"HSBC Bank USA, N.A. C/O Select Portfolio Servicing",NA NA,888-349-8964,NA,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010 ,213-804-7437
4249023004,03/08/2017,Single Family,"3519 S MCLAUGHLIN AVE
LOS ANGELES, CA 90066
(34.013652, -118.428476)",LOS ANGELES,CA,90066,11,Strategic Emerging Economics Inc,Joel Shukovsky,818-307-5715,NULL,NULL,         ,NULL
2785008028,01/02/2017,Single Family,"18634 W NAPA ST
LOS ANGELES, CA 91324
(34.226427, -118.539292)",LOS ANGELES,CA,91324,12,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2787024008,01/04/2017,Single Family,"17500 W RAYMER ST
LOS ANGELES, CA 91325
(34.226024, -118.51595)",LOS ANGELES,CA,91325,12,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
2683020002,01/02/2017,Single Family,"16651 W CHATSWORTH ST
LOS ANGELES, CA 91344
(34.264721, -118.495391)",LOS ANGELES,CA,91344,12,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,NA,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010 ,213-804-7437
2727011011,01/18/2017,Single Family,"22138 W SONOMA PL
LOS ANGELES, CA 91311
(34.245464, -118.609317)",LOS ANGELES,CA,91311,12,REVERSE MORTGAGE SOLUTIONS,Josefina Martinez,832-606-5907,KMC Landscaping Services Inc.,Matt Cohick,42263  W 50 ST 127 Lancaster CA 93536 ,661-733-2822
4005009020,01/17/2017,Single Family,"3201 W 59TH PL
LOS ANGELES, CA 90043
(33.986316, -118.328042)",LOS ANGELES,CA,90043,8,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
2723008109,03/16/2017,Single Family,"10429 N LARWIN AVE
LOS ANGELES, CA 91311
(34.259362, -118.613658)",LOS ANGELES,CA,91311,12,"SETERUS, INC",KEVIN QUILLAN,877-272-2149,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241 ,760-591-9244
4008017028,01/24/2017,Single Family,"6751 S ARLINGTON AVE
LOS ANGELES, CA 90043
(33.976733, -118.318718)",LOS ANGELES,CA,90043,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
2755009014,01/05/2017,Single Family,"9560 N SHOSHONE AVE
LOS ANGELES, CA 91325
(34.245018, -118.517743)",LOS ANGELES,CA,91325,12,Nationstar Mortgage,Dawn Campos,888-456-0714,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405 ,877-339-8202
4004002021,01/10/2017,Single Family,"3835 W 58TH PL
LOS ANGELES, CA 90043
(33.988056, -118.341107)",LOS ANGELES,CA,90043,8,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2661021024,01/19/2017,Single Family,"10115 N AQUEDUCT AVE
LOS ANGELES, CA 91343
(34.254245, -118.47394)",LOS ANGELES,CA,91343,12,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2681019006,01/25/2017,Single Family,"16442 W MCKEEVER ST
LOS ANGELES, CA 91344
(34.274669, -118.49014)",LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2870016011,01/31/2017,Single Family,"18416 W SANDRINGHAM CT
LOS ANGELES, CA 91326
(34.280597, -118.534103)",LOS ANGELES,CA,91326,12,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2724007008,01/03/2017,Multi-Family,"9629 N ANDORA AVE
LOS ANGELES, CA 91311
(34.245632, -118.624146)",LOS ANGELES,CA,91311,12,DITECH FINANCIAL LLC,Property Pres Department,855-577-1602,Coldwell Banker,Philip Boroda,15490   VENTURA BLVD 100 SHERMAN OAKS CA 91403 ,310-968-3844
2644012007,01/26/2017,Single Family,"14143 W TERRA BELLA ST
LOS ANGELES, CA 91331
(34.241634, -118.441155)",LOS ANGELES,CA,91331,6,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
4221022157,01/31/2017,Single Family,"5000 CENTINELA AVE
LOS ANGELES, CA 92627
(33.986215, -118.414936)",LOS ANGELES,CA,92627,11,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,M&M Mortgage co,DEBORAH PRADO,12901  SW 132nd AVE  miami FL 33186 ,800-336-4890
2609004001,03/03/2017,Single Family,"11801 N SUSAN DR
LOS ANGELES, CA 91344
(34.285139, -118.498502)",LOS ANGELES,CA,91344,12,Shellpoint Mortgage Services,Johan Correa,866-825-2174,JSM ENTERPRISES,Mortgage Contracting,1091   7TH ST A CALMESA CA 92320 ,813-387-1100
4229004044,01/28/2017,Single Family,"1026 W BERKELEY DR
LOS ANGELES, CA 90292
(33.987137, -118.447497)",LOS ANGELES,CA,90292,11,Statebridge Company LLC,Frank Robbins,303-962-6753,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611
4127014004,01/09/2017,Single Family,"7719 S HINDRY AVE
LOS ANGELES, CA 90045
(33.966828, -118.374318)",LOS ANGELES,CA,90045,11,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306
4103015006,01/19/2017,Single Family,"7131 S LA CIENEGA BLVD
LOS ANGELES, CA 90045
(33.971556, -118.370173)",LOS ANGELES,CA,90045,11,M&T BANK,JAMES KELLY,800-724-1633,Edward Zubia,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010 ,213-804-7437
4019001024,02/04/2017,Single Family,"5817 S ALVISO AVE
LOS ANGELES, CA 90043
(33.988249, -118.343968)",LOS ANGELES,CA,90043,8,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2681005012,03/30/2017,Single Family,"11450 N SOPHIA AVE
LOS ANGELES, CA 91344
(34.278777, -118.487973)",LOS ANGELES,CA,91344,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256
4251001004,01/03/2017,Multi-Family,"2755 1/2 S SEPULVEDA BLVD
LOS ANGELES, CA 90064
(34.030523, -118.430504)",LOS ANGELES,CA,90064,5,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2660017015,01/09/2017,Single Family,"15131 W TUBA ST
LOS ANGELES, CA 91345
(34.256346, -118.462055)",LOS ANGELES,CA,91345,7,PennyMac Loan Services,Property Preserevation,866-695-4122,MCS (Mortgage Contracting Services),Marshayla Shaw-Johnson,6504   International Pkwy 1500 Plano TX 75093 ,866-536-1100
2769016009,01/25/2017,Single Family,"8817 N LINDLEY AVE
LOS ANGELES, CA 91325
(34.230616, -118.527337)",LOS ANGELES,CA,91325,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
4012014014,01/13/2017,Non-Residential,"03211 W 75TH ST
LOS ANGELES, CA 90043
(33.971813, -118.3292)",LOS ANGELES,CA,90043,8,MidFirst Bank,Erik Kinner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453
2734002010,01/16/2017,Single Family,"17825 W ROMAR ST
LOS ANGELES, CA 91325
(34.254892, -118.522438)",LOS ANGELES,CA,91325,12,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
2780029011,01/18/2017,Single Family,"20733 W LONDELIUS ST
LOS ANGELES, CA 91306
(34.229142, -118.585373)",LOS ANGELES,CA,91306,3,"Nations Direct Mortgage, LLC",Alex Ebert,847-550-7300,Safeguard Properties INS,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-380-8752
2707004024,01/05/2017,Single Family,"10731 N FULLBRIGHT AVE
LOS ANGELES, CA 91311
(34.265917, -118.576596)",LOS ANGELES,CA,91311,12,"SETERUS, INC",KEVIN QUILLAN,877-272-2149,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241 ,760-591-9244
2651001125,02/17/2017,Single Family,"15007 W NORDHOFF ST
LOS ANGELES, CA 91343
(34.235475, -118.459092)",LOS ANGELES,CA,91343,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
2696022020,01/19/2017,Single Family,"17133 W JERSEY ST
LOS ANGELES, CA 91344
(34.267632, -118.506408)",LOS ANGELES,CA,91344,12,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2870013047,03/30/2017,Single Family,"18226 W BATHURST ST
LOS ANGELES, CA 91326
(34.27827, -118.531675)",LOS ANGELES,CA,91326,12,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
2625018009,01/01/2017,Single Family,"9309 N ARLETA AVE
LOS ANGELES, CA 91331
(34.239404, -118.423245)",LOS ANGELES,CA,91331,6,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2601040098,01/10/2017,Single Family,"17714 W MAYERLING ST
LOS ANGELES, CA 91344
(34.284677, -118.519122)",LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2662001026,03/17/2017,Single Family,"15600 W HARVEST ST
LOS ANGELES, CA 91344
(34.278197, -118.47164)",LOS ANGELES,CA,91344,12,Fay Servicing LLC,Grace Wesson,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067 ,813-387-1100
2822020021,01/02/2017,Single Family,"11767 N SEMINOLE CIR
LOS ANGELES, CA 91326
(34.283833, -118.557441)",LOS ANGELES,CA,91326,12,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2701064005,01/05/2017,Single Family,"20719 W LUGANO WAY
LOS ANGELES, CA 91326
(34.278899, -118.584423)",LOS ANGELES,CA,91326,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
4236001006,01/06/2017,Single Family,"1171 E NELROSE AVE
LOS ANGELES, CA 90291
(33.99386, -118.450982)",LOS ANGELES,CA,90291,11,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Services,Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728 ,512-833-8101
4242002016,03/17/2017,Multi-Family,"2319 S PENMAR AVE
VENICE, CA 90291
(33.995767, -118.451808)",VENICE,CA,90291,11,Geraci Law Firm,Pang Her,949-349-2600,NULL,NULL,         ,NULL
4263013110,02/10/2017,Single Family,"1271 S FEDERAL AVE
LOS ANGELES, CA 90025
(34.049031, -118.457711)",LOS ANGELES,CA,90025,11,Bayview Loan Servicing,Alexa Urcuyo,951-808-3346,Miles Preservation LLC,Miles Preservation,27226   Via Industria   Temecula CA 92590 ,951-808-3346
2605003020,01/01/2017,Single Family,"12850 N WOODLEY AVE
LOS ANGELES, CA 91344
(34.30346, -118.500654)",LOS ANGELES,CA,91344,12,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
4008017027,01/03/2017,Single Family,"6747 S ARLINGTON AVE
LOS ANGELES, CA 90043
(33.97686, -118.318716)",LOS ANGELES,CA,90043,8,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2766021023,01/19/2017,Single Family,"9447 N BRANDON CT
LOS ANGELES, CA 91325
(34.242711, -118.518986)",LOS ANGELES,CA,91325,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618 ,619-862-0918
2617001035,01/31/2017,Single Family,"10149 N LEV AVE
LOS ANGELES, CA 91331
(34.255138, -118.438447)",LOS ANGELES,CA,91331,6,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
4259006028,01/02/2017,Single Family,"1629 S WELLESLEY AVE
LOS ANGELES, CA 90025
(34.036827, -118.462232)",LOS ANGELES,CA,90025,11,"CitiBank, N.A. C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2681013015,02/02/2017,Single Family,"16430 W SIMONDS ST
LOS ANGELES, CA 91344
(34.276333, -118.490239)",LOS ANGELES,CA,91344,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
2662018018,02/14/2017,Single Family,"15636 W CELTIC ST
LOS ANGELES, CA 91344
(34.269137, -118.473122)",LOS ANGELES,CA,91344,12,"SETERUS, INC",KEVIN QUILLAN,877-272-2149,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241 ,760-591-9244
2701044004,01/31/2017,Single Family,"20331 W VIA GALILEO
LOS ANGELES, CA 91326
(34.295455, -118.576601)",LOS ANGELES,CA,91326,12,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
2741007010,03/16/2017,Single Family,"20300 W TUBA ST
LOS ANGELES, CA 91311
(34.256032, -118.575296)",LOS ANGELES,CA,91311,12,"SETERUS, INC",KEVIN QUILLAN,877-272-2149,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241 ,760-591-9244
2673003072,01/31/2017,Single Family,"16114 W NAPA ST
LOS ANGELES, CA 91343
(34.226558, -118.483451)",LOS ANGELES,CA,91343,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2726003003,01/27/2017,Single Family,"19919 W LASSEN ST
LOS ANGELES, CA 91311
(34.250005, -118.567492)",LOS ANGELES,CA,91311,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2649017011,01/04/2017,Single Family,"10443 N PEACH AVE
LOS ANGELES, CA 91345
(34.26043, -118.468543)",LOS ANGELES,CA,91345,7,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
4008002014,01/03/2017,Single Family,"6624 S 2ND AVE
LOS ANGELES, CA 90043
(33.97845, -118.319682)",LOS ANGELES,CA,90043,8,DITECH FINANCIAL LLC,Property Pres Department,855-577-1602,GALLARDO EXCAVATION/ FIVE BROTHERS,FERNANDO GALLARDO,15465   KENNEDY   FONTANA CA 92336 ,909-822-1706
2717010040,01/20/2017,Single Family,"11221 N RESEDA BLVD
LOS ANGELES, CA 91326
(34.274289, -118.536182)",LOS ANGELES,CA,91326,12,Bayview Loan Servicing/Bayview Representative,Frances Guerra,954-590-7161,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
4255013030,01/09/2017,Single Family,"2820 S GLENDON AVE
LOS ANGELES, CA 90064
(34.033492, -118.421955)",LOS ANGELES,CA,90064,5,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306
2627011005,03/13/2017,Single Family,"13241 W WENTWORTH ST
LOS ANGELES, CA 91331
(34.229883, -118.421092)",LOS ANGELES,CA,91331,6,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611
2664024016,02/20/2017,Single Family,"11418 N INDIAN HILLS RD
LOS ANGELES, CA 91345
(34.277921, -118.459113)",LOS ANGELES,CA,91345,7,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256
2645012023,01/25/2017,Single Family,"10116 N LEV AVE
LOS ANGELES, CA 91331
(34.253914, -118.437138)",LOS ANGELES,CA,91331,6,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2668015004,01/03/2017,Single Family,"10437 N DEMPSEY AVE
LOS ANGELES, CA 91344
(34.260325, -118.477193)",LOS ANGELES,CA,91344,12,Penny Mac,Brittni Ferrante,818-878-8411,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   DOVE TAIL TR  San Marcos CA 92078 ,800-468-1743
2682017017,01/19/2017,Single Family,"11201 N GERALD AVE
LOS ANGELES, CA 91344
(34.274046, -118.494489)",LOS ANGELES,CA,91344,12,Bank of America,VPR Department,800-669-2443,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405 ,909-289-1453
2626006036,02/28/2017,Multi-Family,"12973 W CORRENTI ST
PACOIMA, CA 91331
(34.24711, -118.41557)",PACOIMA,CA,91331,7,Quicken Loans,Marcy Smith,313-373-5031,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
2729011058,01/10/2017,Single Family,"18505 MAYALL
NORTHRIDGE, CA 91324
(34.253277, -118.536744)",NORTHRIDGE,CA,91324,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2613020018,01/05/2017,Single Family,"11408 N LAUREL CANYON BLVD
LOS ANGELES, CA 91340
(34.277073, -118.451586)",LOS ANGELES,CA,91340,7,FEDERAL NATIONAL MORTGAGE ASSOCIATION,FANNIE MAE,972-773-4663,NULL,NULL,         ,NULL
2646022013,01/30/2017,Single Family,"10231 N AMBOY AVE
LOS ANGELES, CA 91331
(34.25635, -118.426631)",LOS ANGELES,CA,91331,7,Freedom Mortgage,Jared Huffman,855-690-5900,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
2649006013,01/04/2017,Single Family,"15003 W SAN JOSE ST
LOS ANGELES, CA 91345
(34.260934, -118.458806)",LOS ANGELES,CA,91345,7,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2701054025,03/17/2017,Single Family,"19792 W TRAMMELL LANE
LOS ANGELES, CA 91311
(34.272134, -118.565849)",LOS ANGELES,CA,91311,12,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611
2701049042,01/03/2017,Single Family,"11353 N FERRARA LANE
LOS ANGELES, CA 91326
(34.277833, -118.581344)",LOS ANGELES,CA,91326,12,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2755009027,01/11/2017,Single Family,"9525 N TEXHOMA AVE
LOS ANGELES, CA 91325
(34.244009, -118.516643)",LOS ANGELES,CA,91325,12,"Bayview Loan Servicing, LLC",Sasha Cohen,305-921-6604,Superior Moti,Moti Shoham,5525   Morella AVE  Valley VLG CA 91607 ,818-424-4732
4243018025,01/16/2017,Single Family,"835 E SUNSET AVE
LOS ANGELES, CA 90291
(34.00047, -118.465078)",LOS ANGELES,CA,90291,11,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2679003014,01/30/2017,Single Family,"16520 W KINGSBURY ST
LOS ANGELES, CA 91344
(34.263647, -118.492106)",LOS ANGELES,CA,91344,12,PennyMac Loan Services,Property Preserevation,866-695-4122,Safeguard Properties Inc.,Customer Service,7887   Safeguard Circle   Valley View OH 44125 ,800-852-8306
4007002003,01/06/2017,Single Family,"6010 S 2ND AVE
LOS ANGELES, CA 90043
(33.985137, -118.319627)",LOS ANGELES,CA,90043,8,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
2627018007,03/15/2017,Single Family,"13060 W RELIANCE ST
LOS ANGELES, CA 91331
(34.233577, -118.417417)",LOS ANGELES,CA,91331,6,"SETERUS, INC",KEVIN QUILLAN,877-272-2149,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241 ,760-591-9244
2690015017,01/03/2017,Single Family,"17211 W RAYMER ST
LOS ANGELES, CA 91325
(34.223915, -118.506939)",LOS ANGELES,CA,91325,12,Ditech Financial LLC,Property Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453
2683003029,01/03/2017,Single Family,"16641 W LUDLOW ST
LOS ANGELES, CA 91344
(34.271091, -118.494933)",LOS ANGELES,CA,91344,12,DITECH FINANCIAL LLC,Property Pres Department,855-577-1602,GALLARDO EXCAVATION/ FIVE BROTHERS,FERNANDO GALLARDO,15465   KENNEDY   FONTANA CA 92336 ,909-822-1706
2762036014,01/13/2017,Single Family,"19250 W KNAPP ST
LOS ANGELES, CA 91324
(34.238184, -118.552098)",LOS ANGELES,CA,91324,12,PENNYMAC,CINNAMON LEHTO,818-878-8411,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2649003042,01/18/2017,Single Family,"15040 W CHATSWORTH DR
LOS ANGELES, CA 91345
(34.264917, -118.46089)",LOS ANGELES,CA,91345,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
2648015032,02/24/2017,Single Family,"10729 N WOLCOTT PL
LOS ANGELES, CA 91345
(34.265201, -118.454235)",LOS ANGELES,CA,91345,7,"SETERUS, INC",KEVIN QUILLAN,877-272-2149,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241 ,760-591-9244
2615024006,01/17/2017,Single Family,"14752 W JAGUAR ST
LOS ANGELES, CA 91345
(34.266689, -118.454342)",LOS ANGELES,CA,91345,7,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Safeguard Properties,Code Compliance Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
