FiscalYear,MonthYear,Town,AdmMonth,FYMonthOrder,AdmYear,PrimaryDrug,AdmCount
2015,Jan-15,Guilford,1,7,2015,Alcohol,8
2015,Jan-15,Guilford,1,7,2015,Benzodiazepines,
2015,Jan-15,Guilford,1,7,2015,Heroin,10
2015,Feb-15,Guilford,2,8,2015,Alcohol,9
2015,Feb-15,Guilford,2,8,2015,Heroin,11
2015,Feb-15,Guilford,2,8,2015,"Marijuana, Hashish, THC",
2015,Feb-15,Guilford,2,8,2015,Other Opiates and Synthetics,
2015,Mar-15,Guilford,3,9,2015,Alcohol,9
2015,Mar-15,Guilford,3,9,2015,Cocaine,
2015,Mar-15,Guilford,3,9,2015,Crack,
2015,Mar-15,Guilford,3,9,2015,Heroin,6
2015,Apr-15,Guilford,4,10,2015,Alcohol,
2015,Apr-15,Guilford,4,10,2015,Crack,
2015,Apr-15,Guilford,4,10,2015,Heroin,
2015,May-15,Guilford,5,11,2015,Heroin,
2015,May-15,Guilford,5,11,2015,"Marijuana, Hashish, THC",
2015,May-15,Guilford,5,11,2015,Other Opiates and Synthetics,
2015,Jun-15,Guilford,6,12,2015,Alcohol,
2015,Jun-15,Guilford,6,12,2015,Heroin,
2015,Jun-15,Guilford,6,12,2015,Other Opiates and Synthetics,
2015,Jul-14,Guilford,7,1,2014,Alcohol,6
2015,Jul-14,Guilford,7,1,2014,Crack,
2015,Jul-14,Guilford,7,1,2014,Heroin,
2015,Jul-14,Guilford,7,1,2014,"Marijuana, Hashish, THC",
2015,Jul-14,Guilford,7,1,2014,Other Opiates and Synthetics,
2015,Aug-14,Guilford,8,2,2014,Alcohol,10
2015,Aug-14,Guilford,8,2,2014,Benzodiazepines,
2015,Aug-14,Guilford,8,2,2014,Heroin,
2015,Aug-14,Guilford,8,2,2014,Other Opiates and Synthetics,
2015,Sep-14,Guilford,9,3,2014,Alcohol,
2015,Sep-14,Guilford,9,3,2014,Barbiturates,
2015,Sep-14,Guilford,9,3,2014,Heroin,
2015,Sep-14,Guilford,9,3,2014,"Marijuana, Hashish, THC",
2015,Sep-14,Guilford,9,3,2014,Other Opiates and Synthetics,
2015,Oct-14,Guilford,10,4,2014,Alcohol,
2015,Oct-14,Guilford,10,4,2014,Cocaine,
2015,Oct-14,Guilford,10,4,2014,Heroin,8
2015,Oct-14,Guilford,10,4,2014,Other Opiates and Synthetics,
2015,Nov-14,Guilford,11,5,2014,Alcohol,
2015,Nov-14,Guilford,11,5,2014,Crack,
2015,Nov-14,Guilford,11,5,2014,Heroin,
2015,Dec-14,Guilford,12,6,2014,Alcohol,8
2015,Dec-14,Guilford,12,6,2014,Benzodiazepines,
2015,Dec-14,Guilford,12,6,2014,Heroin,
2015,Dec-14,Guilford,12,6,2014,"Marijuana, Hashish, THC",
2015,Dec-14,Guilford,12,6,2014,Other Opiates and Synthetics,
2015,Jan-15,Haddam,1,7,2015,Alcohol,
2015,Jan-15,Haddam,1,7,2015,Heroin,
2015,Jan-15,Haddam,1,7,2015,"Marijuana, Hashish, THC",
2015,Feb-15,Haddam,2,8,2015,Alcohol,
2015,Feb-15,Haddam,2,8,2015,Heroin,
2015,Mar-15,Haddam,3,9,2015,Alcohol,
2015,Mar-15,Haddam,3,9,2015,Heroin,
2015,Mar-15,Haddam,3,9,2015,"Marijuana, Hashish, THC",
2015,Mar-15,Haddam,3,9,2015,Other Opiates and Synthetics,
2015,Apr-15,Haddam,4,10,2015,Alcohol,
2015,Apr-15,Haddam,4,10,2015,"Hallucinogens: LSD, DMS, STP, etc",
2015,Apr-15,Haddam,4,10,2015,"Marijuana, Hashish, THC",
2015,May-15,Haddam,5,11,2015,Alcohol,
2015,May-15,Haddam,5,11,2015,Heroin,
2015,May-15,Haddam,5,11,2015,"Marijuana, Hashish, THC",
2015,Jun-15,Haddam,6,12,2015,Alcohol,
2015,Jun-15,Haddam,6,12,2015,Heroin,
2015,Jun-15,Haddam,6,12,2015,Other Opiates and Synthetics,
2015,Jul-14,Haddam,7,1,2014,Alcohol,
2015,Jul-14,Haddam,7,1,2014,Cocaine,
2015,Jul-14,Haddam,7,1,2014,Heroin,
2015,Aug-14,Haddam,8,2,2014,Alcohol,7
2015,Aug-14,Haddam,8,2,2014,Cocaine,
2015,Aug-14,Haddam,8,2,2014,Heroin,
2015,Aug-14,Haddam,8,2,2014,"Marijuana, Hashish, THC",
2015,Sep-14,Haddam,9,3,2014,Alcohol,6
2015,Sep-14,Haddam,9,3,2014,Heroin,
2015,Sep-14,Haddam,9,3,2014,"Marijuana, Hashish, THC",
2015,Oct-14,Haddam,10,4,2014,Alcohol,
2015,Oct-14,Haddam,10,4,2014,Heroin,
2015,Oct-14,Haddam,10,4,2014,"Marijuana, Hashish, THC",
2015,Nov-14,Haddam,11,5,2014,Alcohol,
2015,Nov-14,Haddam,11,5,2014,Other Opiates and Synthetics,
2015,Dec-14,Haddam,12,6,2014,Alcohol,
2015,Dec-14,Haddam,12,6,2014,Heroin,
2015,Dec-14,Haddam,12,6,2014,Other Stimulants,
2015,Jan-15,Hamden,1,7,2015,Alcohol,16
2015,Jan-15,Hamden,1,7,2015,Benzodiazepines,
2015,Jan-15,Hamden,1,7,2015,Cocaine,
2015,Jan-15,Hamden,1,7,2015,Crack,
2015,Jan-15,Hamden,1,7,2015,Heroin,37
2015,Jan-15,Hamden,1,7,2015,"Marijuana, Hashish, THC",
2015,Jan-15,Hamden,1,7,2015,Other,
2015,Jan-15,Hamden,1,7,2015,Other Opiates and Synthetics,7
2015,Jan-15,Hamden,1,7,2015,Other Sedatives or Hypnotics,
2015,Jan-15,Hamden,1,7,2015,PCP,
2015,Feb-15,Hamden,2,8,2015,Alcohol,22
2015,Feb-15,Hamden,2,8,2015,Cocaine,
2015,Feb-15,Hamden,2,8,2015,Heroin,12
2015,Feb-15,Hamden,2,8,2015,"Marijuana, Hashish, THC",
2015,Feb-15,Hamden,2,8,2015,Other Opiates and Synthetics,
2015,Feb-15,Hamden,2,8,2015,PCP,
2015,Mar-15,Hamden,3,9,2015,Alcohol,27
2015,Mar-15,Hamden,3,9,2015,Benzodiazepines,
2015,Mar-15,Hamden,3,9,2015,Cocaine,
2015,Mar-15,Hamden,3,9,2015,Crack,
2015,Mar-15,Hamden,3,9,2015,Heroin,16
2015,Mar-15,Hamden,3,9,2015,"Marijuana, Hashish, THC",14
2015,Mar-15,Hamden,3,9,2015,Other Opiates and Synthetics,
2015,Apr-15,Hamden,4,10,2015,Alcohol,10
2015,Apr-15,Hamden,4,10,2015,Cocaine,
2015,Apr-15,Hamden,4,10,2015,Heroin,18
2015,Apr-15,Hamden,4,10,2015,"Marijuana, Hashish, THC",7
2015,Apr-15,Hamden,4,10,2015,Other Opiates and Synthetics,
2015,May-15,Hamden,5,11,2015,Alcohol,13
2015,May-15,Hamden,5,11,2015,Benzodiazepines,
2015,May-15,Hamden,5,11,2015,Cocaine,
2015,May-15,Hamden,5,11,2015,Crack,
2015,May-15,Hamden,5,11,2015,Heroin,24
2015,May-15,Hamden,5,11,2015,"Marijuana, Hashish, THC",9
2015,May-15,Hamden,5,11,2015,Non-Prescriptive Methadone,
2015,May-15,Hamden,5,11,2015,Other Opiates and Synthetics,9
2015,May-15,Hamden,5,11,2015,PCP,
2015,Jun-15,Hamden,6,12,2015,Alcohol,22
2015,Jun-15,Hamden,6,12,2015,Benzodiazepines,
2015,Jun-15,Hamden,6,12,2015,Cocaine,
2015,Jun-15,Hamden,6,12,2015,Crack,
2015,Jun-15,Hamden,6,12,2015,Heroin,25
2015,Jun-15,Hamden,6,12,2015,"Marijuana, Hashish, THC",8
2015,Jun-15,Hamden,6,12,2015,Other Opiates and Synthetics,
2015,Jun-15,Hamden,6,12,2015,PCP,
2015,Jul-14,Hamden,7,1,2014,Alcohol,20
2015,Jul-14,Hamden,7,1,2014,Cocaine,
2015,Jul-14,Hamden,7,1,2014,Crack,
2015,Jul-14,Hamden,7,1,2014,Heroin,22
2015,Jul-14,Hamden,7,1,2014,"Marijuana, Hashish, THC",14
2015,Jul-14,Hamden,7,1,2014,Other Opiates and Synthetics,
2015,Jul-14,Hamden,7,1,2014,Over-the-Counter,
2015,Jul-14,Hamden,7,1,2014,PCP,
2015,Aug-14,Hamden,8,2,2014,Alcohol,24
2015,Aug-14,Hamden,8,2,2014,Benzodiazepines,
2015,Aug-14,Hamden,8,2,2014,Cocaine,
2015,Aug-14,Hamden,8,2,2014,Crack,
2015,Aug-14,Hamden,8,2,2014,Heroin,14
2015,Aug-14,Hamden,8,2,2014,"Marijuana, Hashish, THC",10
2015,Aug-14,Hamden,8,2,2014,Other Opiates and Synthetics,
2015,Aug-14,Hamden,8,2,2014,Over-the-Counter,
2015,Aug-14,Hamden,8,2,2014,PCP,
2015,Sep-14,Hamden,9,3,2014,Alcohol,23
2015,Sep-14,Hamden,9,3,2014,Amphetamines,
2015,Sep-14,Hamden,9,3,2014,Benzodiazepines,
2015,Sep-14,Hamden,9,3,2014,Heroin,12
2015,Sep-14,Hamden,9,3,2014,"Marijuana, Hashish, THC",9
2015,Sep-14,Hamden,9,3,2014,Other,
2015,Sep-14,Hamden,9,3,2014,Other Opiates and Synthetics,
2015,Sep-14,Hamden,9,3,2014,PCP,
2015,Oct-14,Hamden,10,4,2014,Alcohol,25
2015,Oct-14,Hamden,10,4,2014,Cocaine,
2015,Oct-14,Hamden,10,4,2014,Crack,
2015,Oct-14,Hamden,10,4,2014,Heroin,16
2015,Oct-14,Hamden,10,4,2014,"Marijuana, Hashish, THC",6
2015,Oct-14,Hamden,10,4,2014,Other,
2015,Oct-14,Hamden,10,4,2014,Other Opiates and Synthetics,
2015,Oct-14,Hamden,10,4,2014,Other Stimulants,
2015,Oct-14,Hamden,10,4,2014,PCP,
2015,Nov-14,Hamden,11,5,2014,Alcohol,23
2015,Nov-14,Hamden,11,5,2014,Benzodiazepines,
2015,Nov-14,Hamden,11,5,2014,Cocaine,
2015,Nov-14,Hamden,11,5,2014,Crack,
2015,Nov-14,Hamden,11,5,2014,Heroin,8
2015,Nov-14,Hamden,11,5,2014,"Marijuana, Hashish, THC",13
2015,Nov-14,Hamden,11,5,2014,Methamphetamines,
2015,Nov-14,Hamden,11,5,2014,Other Opiates and Synthetics,
2015,Nov-14,Hamden,11,5,2014,Other Sedatives or Hypnotics,
2015,Nov-14,Hamden,11,5,2014,PCP,
2015,Dec-14,Hamden,12,6,2014,Alcohol,23
2015,Dec-14,Hamden,12,6,2014,Barbiturates,
2015,Dec-14,Hamden,12,6,2014,Cocaine,
2015,Dec-14,Hamden,12,6,2014,Crack,
2015,Dec-14,Hamden,12,6,2014,"Hallucinogens: LSD, DMS, STP, etc",
2015,Dec-14,Hamden,12,6,2014,Heroin,32
2015,Dec-14,Hamden,12,6,2014,"Marijuana, Hashish, THC",6
2015,Dec-14,Hamden,12,6,2014,Other,
2015,Dec-14,Hamden,12,6,2014,Other Opiates and Synthetics,8
2015,Dec-14,Hamden,12,6,2014,Other Sedatives or Hypnotics,
2015,Jan-15,Hartford,1,7,2015,Alcohol,180
2015,Jan-15,Hartford,1,7,2015,Barbiturates,
2015,Jan-15,Hartford,1,7,2015,Benzodiazepines,
2015,Jan-15,Hartford,1,7,2015,Cocaine,20
2015,Jan-15,Hartford,1,7,2015,Crack,19
2015,Jan-15,Hartford,1,7,2015,"Hallucinogens: LSD, DMS, STP, etc",
2015,Jan-15,Hartford,1,7,2015,Heroin,215
2015,Jan-15,Hartford,1,7,2015,"Marijuana, Hashish, THC",84
2015,Jan-15,Hartford,1,7,2015,Methamphetamines,
2015,Jan-15,Hartford,1,7,2015,Other Opiates and Synthetics,
2015,Jan-15,Hartford,1,7,2015,Over-the-Counter,
2015,Jan-15,Hartford,1,7,2015,PCP,15
2015,Feb-15,Hartford,2,8,2015,Alcohol,178
2015,Sep-14,Hartford,9,3,2014,Crack,24
2015,Feb-15,Hartford,2,8,2015,Amphetamines,
2015,Feb-15,Hartford,2,8,2015,Barbiturates,
2015,Feb-15,Hartford,2,8,2015,Benzodiazepines,
2015,Feb-15,Hartford,2,8,2015,Cocaine,35
2015,Feb-15,Hartford,2,8,2015,Crack,22
2015,Feb-15,Hartford,2,8,2015,"Hallucinogens: LSD, DMS, STP, etc",
2015,Feb-15,Hartford,2,8,2015,Heroin,205
2015,Feb-15,Hartford,2,8,2015,Inhalants,
2015,Feb-15,Hartford,2,8,2015,"Marijuana, Hashish, THC",106
2015,Feb-15,Hartford,2,8,2015,Other,
2015,Feb-15,Hartford,2,8,2015,Other Opiates and Synthetics,8
2015,Feb-15,Hartford,2,8,2015,PCP,11
2015,Mar-15,Hartford,3,9,2015,Alcohol,207
2015,Mar-15,Hartford,3,9,2015,Amphetamines,
2015,Mar-15,Hartford,3,9,2015,Barbiturates,
2015,Mar-15,Hartford,3,9,2015,Cocaine,25
2015,Mar-15,Hartford,3,9,2015,Crack,23
2015,Mar-15,Hartford,3,9,2015,"Hallucinogens: LSD, DMS, STP, etc",
2015,Mar-15,Hartford,3,9,2015,Heroin,223
2015,Mar-15,Hartford,3,9,2015,Inhalants,
2015,Mar-15,Hartford,3,9,2015,"Marijuana, Hashish, THC",122
2015,Mar-15,Hartford,3,9,2015,Other,
2015,Mar-15,Hartford,3,9,2015,Other Opiates and Synthetics,10
2015,Mar-15,Hartford,3,9,2015,Other Stimulants,
2015,Mar-15,Hartford,3,9,2015,PCP,19
2015,Apr-15,Hartford,4,10,2015,Alcohol,195
2015,Apr-15,Hartford,4,10,2015,Cocaine,28
2015,Apr-15,Hartford,4,10,2015,Crack,28
2015,Apr-15,Hartford,4,10,2015,"Hallucinogens: LSD, DMS, STP, etc",
2015,Apr-15,Hartford,4,10,2015,Heroin,235
2015,Apr-15,Hartford,4,10,2015,Inhalants,
2015,Apr-15,Hartford,4,10,2015,"Marijuana, Hashish, THC",92
2015,Apr-15,Hartford,4,10,2015,Other,
2015,Apr-15,Hartford,4,10,2015,Other Opiates and Synthetics,9
2015,Apr-15,Hartford,4,10,2015,Other Sedatives or Hypnotics,
2015,Apr-15,Hartford,4,10,2015,PCP,25
2015,May-15,Hartford,5,11,2015,Alcohol,146
2015,May-15,Hartford,5,11,2015,Barbiturates,
2015,May-15,Hartford,5,11,2015,Benzodiazepines,
2015,May-15,Hartford,5,11,2015,Cocaine,18
2015,May-15,Hartford,5,11,2015,Crack,20
2015,May-15,Hartford,5,11,2015,"Hallucinogens: LSD, DMS, STP, etc",
2015,May-15,Hartford,5,11,2015,"Marijuana, Hashish, THC",90
2015,May-15,Hartford,5,11,2015,Other,
2015,May-15,Hartford,5,11,2015,Other Opiates and Synthetics,6
2015,May-15,Hartford,5,11,2015,Other Stimulants,
2015,May-15,Hartford,5,11,2015,PCP,18
2015,Jun-15,Hartford,6,12,2015,Alcohol,176
2015,Jun-15,Hartford,6,12,2015,Barbiturates,
2015,Jun-15,Hartford,6,12,2015,Benzodiazepines,
2015,Jun-15,Hartford,6,12,2015,Cocaine,31
2015,Jun-15,Hartford,6,12,2015,Crack,31
2015,Jun-15,Hartford,6,12,2015,"Hallucinogens: LSD, DMS, STP, etc",
2015,Jun-15,Hartford,6,12,2015,Heroin,228
2015,Jun-15,Hartford,6,12,2015,"Marijuana, Hashish, THC",103
2015,Jun-15,Hartford,6,12,2015,Methamphetamines,
2015,Jun-15,Hartford,6,12,2015,Other Opiates and Synthetics,14
2015,Jun-15,Hartford,6,12,2015,PCP,17
2015,Jul-14,Hartford,7,1,2014,Alcohol,163
2015,Jul-14,Hartford,7,1,2014,Barbiturates,
2015,Jul-14,Hartford,7,1,2014,Benzodiazepines,
2015,Jul-14,Hartford,7,1,2014,Cocaine,38
2015,Jul-14,Hartford,7,1,2014,Crack,29
2015,Jul-14,Hartford,7,1,2014,"Hallucinogens: LSD, DMS, STP, etc",
2015,Jul-14,Hartford,7,1,2014,Heroin,228
2015,Jul-14,Hartford,7,1,2014,Inhalants,
2015,Jul-14,Hartford,7,1,2014,"Marijuana, Hashish, THC",123
2015,Jul-14,Hartford,7,1,2014,Other Opiates and Synthetics,9
2015,Jul-14,Hartford,7,1,2014,PCP,24
2015,Jul-14,Hartford,7,1,2014,Tranquilizers,
2015,Aug-14,Hartford,8,2,2014,Alcohol,156
2015,Aug-14,Hartford,8,2,2014,Barbiturates,
2015,Aug-14,Hartford,8,2,2014,Benzodiazepines,
2015,Aug-14,Hartford,8,2,2014,Cocaine,21
2015,Aug-14,Hartford,8,2,2014,Crack,26
2015,Aug-14,Hartford,8,2,2014,"Hallucinogens: LSD, DMS, STP, etc",
2015,Aug-14,Hartford,8,2,2014,Heroin,255
2015,Aug-14,Hartford,8,2,2014,"Marijuana, Hashish, THC",93
2015,Aug-14,Hartford,8,2,2014,Other Opiates and Synthetics,
2015,Aug-14,Hartford,8,2,2014,Other Sedatives or Hypnotics,
2015,Aug-14,Hartford,8,2,2014,PCP,22
2015,Sep-14,Hartford,9,3,2014,Alcohol,169
2015,Sep-14,Hartford,9,3,2014,Benzodiazepines,
2015,Sep-14,Hartford,9,3,2014,Cocaine,18
2015,Sep-14,Hartford,9,3,2014,"Hallucinogens: LSD, DMS, STP, etc",
2015,Sep-14,Hartford,9,3,2014,Heroin,236
2015,Sep-14,Hartford,9,3,2014,Inhalants,
2015,Sep-14,Hartford,9,3,2014,"Marijuana, Hashish, THC",85
2015,Sep-14,Hartford,9,3,2014,Non-Prescriptive Methadone,
2015,Sep-14,Hartford,9,3,2014,Other Opiates and Synthetics,
2015,Sep-14,Hartford,9,3,2014,PCP,16
2015,Oct-14,Hartford,10,4,2014,Alcohol,212
2015,Oct-14,Hartford,10,4,2014,Amphetamines,
2015,Oct-14,Hartford,10,4,2014,Barbiturates,
2015,Oct-14,Hartford,10,4,2014,Benzodiazepines,
2015,Oct-14,Hartford,10,4,2014,Cocaine,22
2015,Oct-14,Hartford,10,4,2014,Crack,27
2015,Oct-14,Hartford,10,4,2014,"Hallucinogens: LSD, DMS, STP, etc",
2015,Oct-14,Hartford,10,4,2014,Heroin,232
2015,Oct-14,Hartford,10,4,2014,"Marijuana, Hashish, THC",140
2015,Oct-14,Hartford,10,4,2014,Other Opiates and Synthetics,
2015,Oct-14,Hartford,10,4,2014,PCP,18
2015,Nov-14,Hartford,11,5,2014,Alcohol,168
2015,Nov-14,Hartford,11,5,2014,Barbiturates,
2015,Nov-14,Hartford,11,5,2014,Benzodiazepines,
2015,Nov-14,Hartford,11,5,2014,Cocaine,19
2015,Nov-14,Hartford,11,5,2014,Crack,22
2015,Nov-14,Hartford,11,5,2014,Heroin,204
2015,Nov-14,Hartford,11,5,2014,"Marijuana, Hashish, THC",91
2015,Nov-14,Hartford,11,5,2014,Methamphetamines,
2015,Nov-14,Hartford,11,5,2014,Other Opiates and Synthetics,
2015,Nov-14,Hartford,11,5,2014,PCP,21
2015,Dec-14,Hartford,12,6,2014,Alcohol,157
2015,Dec-14,Hartford,12,6,2014,Benzodiazepines,8
2015,Dec-14,Hartford,12,6,2014,Cocaine,23
2015,Dec-14,Hartford,12,6,2014,Crack,26
2015,Dec-14,Hartford,12,6,2014,"Hallucinogens: LSD, DMS, STP, etc",6
2015,Dec-14,Hartford,12,6,2014,Heroin,247
2015,Dec-14,Hartford,12,6,2014,"Marijuana, Hashish, THC",90
2015,Dec-14,Hartford,12,6,2014,Other,
2015,Dec-14,Hartford,12,6,2014,Other Opiates and Synthetics,
2015,Dec-14,Hartford,12,6,2014,PCP,22
2015,Dec-14,Hartford,12,6,2014,Tobacco,
2015,Apr-15,Harwinton,4,10,2015,Alcohol,
2015,Apr-15,Harwinton,4,10,2015,Heroin,
2015,May-15,Harwinton,5,11,2015,Alcohol,
2015,May-15,Harwinton,5,11,2015,Heroin,
2015,May-15,Harwinton,5,11,2015,"Marijuana, Hashish, THC",
2015,Sep-14,Harwinton,9,3,2014,Alcohol,
2015,Sep-14,Harwinton,9,3,2014,Heroin,
2015,Sep-14,Harwinton,9,3,2014,"Marijuana, Hashish, THC",
2015,Oct-14,Harwinton,10,4,2014,Alcohol,
2015,Oct-14,Harwinton,10,4,2014,Heroin,7
2015,Oct-14,Harwinton,10,4,2014,"Marijuana, Hashish, THC",
2015,Jan-15,Hebron,1,7,2015,Alcohol,
2015,Jan-15,Hebron,1,7,2015,Heroin,
2015,Jan-15,Hebron,1,7,2015,Other Sedatives or Hypnotics,
2015,Apr-15,Hebron,4,10,2015,Alcohol,7
2015,Apr-15,Hebron,4,10,2015,Heroin,
2015,May-15,Hebron,5,11,2015,Alcohol,
2015,May-15,Hebron,5,11,2015,Heroin,
2015,May-15,Hebron,5,11,2015,"Marijuana, Hashish, THC",
2015,Jun-15,Hebron,6,12,2015,Alcohol,7
2015,Jun-15,Hebron,6,12,2015,"Hallucinogens: LSD, DMS, STP, etc",
2015,Jun-15,Hebron,6,12,2015,Heroin,
2015,Jun-15,Hebron,6,12,2015,"Marijuana, Hashish, THC",
2015,Jun-15,Hebron,6,12,2015,Other Opiates and Synthetics,
2015,Aug-14,Hebron,8,2,2014,Alcohol,
2015,Aug-14,Hebron,8,2,2014,Heroin,
2015,Aug-14,Hebron,8,2,2014,"Marijuana, Hashish, THC",
2015,Aug-14,Hebron,8,2,2014,Other Opiates and Synthetics,
2015,Oct-14,Hebron,10,4,2014,Alcohol,
2015,Oct-14,Hebron,10,4,2014,Heroin,
2015,Oct-14,Hebron,10,4,2014,Other Opiates and Synthetics,
2015,Dec-14,Hebron,12,6,2014,Alcohol,
2015,Dec-14,Hebron,12,6,2014,Heroin,
2015,Dec-14,Hebron,12,6,2014,Other Sedatives or Hypnotics,
2015,Jan-15,Kent,1,7,2015,Alcohol,
2015,Jan-15,Kent,1,7,2015,Heroin,
2015,Jan-15,Kent,1,7,2015,Other Opiates and Synthetics,
2015,Jan-15,Kent,1,7,2015,PCP,
2015,Feb-15,Kent,2,8,2015,Alcohol,
2015,Feb-15,Kent,2,8,2015,Cocaine,
2015,Feb-15,Kent,2,8,2015,Heroin,
2015,Feb-15,Kent,2,8,2015,PCP,
2015,Mar-15,Kent,3,9,2015,Alcohol,
2015,Mar-15,Kent,3,9,2015,Cocaine,
2015,Mar-15,Kent,3,9,2015,Crack,
2015,Mar-15,Kent,3,9,2015,Heroin,
2015,Apr-15,Kent,4,10,2015,Alcohol,
2015,Apr-15,Kent,4,10,2015,Cocaine,
2015,Apr-15,Kent,4,10,2015,Heroin,
2015,Apr-15,Kent,4,10,2015,"Marijuana, Hashish, THC",
2015,May-15,Kent,5,11,2015,Alcohol,
2015,May-15,Kent,5,11,2015,Heroin,
2015,May-15,Kent,5,11,2015,Other Opiates and Synthetics,
2015,Oct-14,Kent,10,4,2014,Alcohol,9
2015,Oct-14,Kent,10,4,2014,Amphetamines,
2015,Oct-14,Kent,10,4,2014,Heroin,
2015,Dec-14,Kent,12,6,2014,Alcohol,
2015,Dec-14,Kent,12,6,2014,Heroin,
2015,Dec-14,Kent,12,6,2014,Other Opiates and Synthetics,
2015,Jan-15,Killingly,1,7,2015,Alcohol,28
2015,Jan-15,Killingly,1,7,2015,Cocaine,
2015,Jan-15,Killingly,1,7,2015,Crack,
2015,Jan-15,Killingly,1,7,2015,Heroin,20
2015,Jan-15,Killingly,1,7,2015,"Marijuana, Hashish, THC",
2015,Jan-15,Killingly,1,7,2015,Other Opiates and Synthetics,6
2015,Jan-15,Killingly,1,7,2015,Over-the-Counter,
2015,Feb-15,Killingly,2,8,2015,Alcohol,11
2015,Feb-15,Killingly,2,8,2015,Cocaine,
2015,Feb-15,Killingly,2,8,2015,Crack,
2015,Feb-15,Killingly,2,8,2015,Heroin,17
2015,Feb-15,Killingly,2,8,2015,"Marijuana, Hashish, THC",
2015,Mar-15,Killingly,3,9,2015,Alcohol,17
2015,Mar-15,Killingly,3,9,2015,Cocaine,
2015,Mar-15,Killingly,3,9,2015,Crack,
2015,Mar-15,Killingly,3,9,2015,Heroin,20
2015,Mar-15,Killingly,3,9,2015,"Marijuana, Hashish, THC",
2015,Mar-15,Killingly,3,9,2015,Methamphetamines,
2015,Mar-15,Killingly,3,9,2015,Other Opiates and Synthetics,
2015,Apr-15,Killingly,4,10,2015,Alcohol,23
2015,Apr-15,Killingly,4,10,2015,Cocaine,
2015,Jun-15,Manchester,6,12,2015,Alcohol,35
2015,Apr-15,Killingly,4,10,2015,Crack,
2015,Apr-15,Killingly,4,10,2015,Heroin,17
2015,Apr-15,Killingly,4,10,2015,"Marijuana, Hashish, THC",
2015,Apr-15,Killingly,4,10,2015,Other Opiates and Synthetics,
2015,May-15,Killingly,5,11,2015,Alcohol,26
2015,May-15,Killingly,5,11,2015,Cocaine,
2015,May-15,Killingly,5,11,2015,Crack,
2015,May-15,Killingly,5,11,2015,Heroin,9
2015,May-15,Killingly,5,11,2015,"Marijuana, Hashish, THC",
2015,May-15,Killingly,5,11,2015,Other Opiates and Synthetics,
2015,Jun-15,Killingly,6,12,2015,Alcohol,25
2015,Jun-15,Killingly,6,12,2015,Cocaine,
2015,Jun-15,Killingly,6,12,2015,Crack,
2015,Jun-15,Killingly,6,12,2015,Heroin,22
2015,Jun-15,Killingly,6,12,2015,"Marijuana, Hashish, THC",
2015,Jul-14,Killingly,7,1,2014,Alcohol,18
2015,Jul-14,Killingly,7,1,2014,Cocaine,
2015,Jul-14,Killingly,7,1,2014,Heroin,14
2015,Jul-14,Killingly,7,1,2014,"Marijuana, Hashish, THC",
2015,Jul-14,Killingly,7,1,2014,Other Opiates and Synthetics,
2015,Aug-14,Killingly,8,2,2014,Alcohol,20
2015,Aug-14,Killingly,8,2,2014,Benzodiazepines,
2015,Aug-14,Killingly,8,2,2014,Crack,
2015,Aug-14,Killingly,8,2,2014,Heroin,12
2015,Aug-14,Killingly,8,2,2014,"Marijuana, Hashish, THC",6
2015,Aug-14,Killingly,8,2,2014,Other Opiates and Synthetics,
2015,Sep-14,Killingly,9,3,2014,Alcohol,14
2015,Sep-14,Killingly,9,3,2014,Cocaine,
2015,Sep-14,Killingly,9,3,2014,Heroin,16
2015,Sep-14,Killingly,9,3,2014,"Marijuana, Hashish, THC",8
2015,Sep-14,Killingly,9,3,2014,Other,
2015,Sep-14,Killingly,9,3,2014,Other Opiates and Synthetics,
2015,Oct-14,Killingly,10,4,2014,Alcohol,22
2015,Oct-14,Killingly,10,4,2014,Benzodiazepines,
2015,Oct-14,Killingly,10,4,2014,Cocaine,
2015,Oct-14,Killingly,10,4,2014,Crack,
2015,Oct-14,Killingly,10,4,2014,Heroin,19
2015,Oct-14,Killingly,10,4,2014,"Marijuana, Hashish, THC",
2015,Oct-14,Killingly,10,4,2014,Other Opiates and Synthetics,
2015,Nov-14,Killingly,11,5,2014,Alcohol,17
2015,Nov-14,Killingly,11,5,2014,Benzodiazepines,
2015,Nov-14,Killingly,11,5,2014,Cocaine,
2015,Nov-14,Killingly,11,5,2014,Crack,
2015,Nov-14,Killingly,11,5,2014,Heroin,
2015,Nov-14,Killingly,11,5,2014,"Marijuana, Hashish, THC",
2015,Nov-14,Killingly,11,5,2014,Methamphetamines,
2015,Nov-14,Killingly,11,5,2014,Other,
2015,Nov-14,Killingly,11,5,2014,Other Opiates and Synthetics,
2015,Dec-14,Killingly,12,6,2014,Alcohol,11
2015,Dec-14,Killingly,12,6,2014,Amphetamines,
2015,Dec-14,Killingly,12,6,2014,Cocaine,
2015,Dec-14,Killingly,12,6,2014,Heroin,15
2015,Dec-14,Killingly,12,6,2014,"Marijuana, Hashish, THC",
2015,Dec-14,Killingly,12,6,2014,Methamphetamines,
2015,Dec-14,Killingly,12,6,2014,Other Opiates and Synthetics,6
2015,Dec-14,Killingly,12,6,2014,Over-the-Counter,
2015,Mar-15,Killingworth,3,9,2015,Alcohol,
2015,Mar-15,Killingworth,3,9,2015,Heroin,
